"GEOID","NAME","variable","estimate","moe","pct100","pct149","pct150","universe","white","black","asian","hispuniverse","hisp","pctWht","pctBlk","pctAsn","pctHisp","pluWht","pluBlk","pluAsn","pluHisp","loginc","pctOwn","medAge","logHousVal","thouHousVal","medRent","logMedRent"
"13245010204","Census Tract 102.04, Richmond County, Georgia","B01001_001",15362,1200,6.18836644276118,4.1303415749607,89.6812919822781,15362,6214,7862,500,15362,1466,0.404504621794037,0.511782320010415,0.032547845332639,0.0954302825152975,0,1,0,0,10.3099188603896,55.8126410835214,17,11.8493977015914,140,948,6.85435450225502
"13245010300","Census Tract 103, Richmond County, Georgia","B01001_001",4893,965,10.2367688022284,16.7130919220056,73.050139275766,4893,739,4106,0,4893,254,0.151032086654404,0.839157980788882,0,0.0519108931126099,0,1,0,0,9.55400099583723,35.0467289719626,54,10.9472916047092,56.8,609,6.4118182677099
"13245010400","Census Tract 104, Richmond County, Georgia","B01001_001",4033,486,29.7607655502392,11.5789473684211,58.6602870813397,4033,474,3466,7,4033,67,0.117530374411108,0.859409868584181,0.0017356806347632,0.0166129432184478,0,1,0,0,9.42124938562205,38.1233595800525,60,10.7995755770928,49,651,6.47850964220857
"13245010504","Census Tract 105.04, Richmond County, Georgia","B01001_001",7278,734,15.2593227603943,15.1307329618517,69.609944277754,7278,2227,4895,65,7278,545,0.305990656773839,0.672574883209673,0.00893102500687002,0.0748832096729871,0,1,0,0,9.80895706868989,45.8044649730562,38,11.274668275846,78.8,745,6.61338421837956
"13245010506","Census Tract 105.06, Richmond County, Georgia","B01001_001",5009,507,15.6169994879672,20.4813108038914,63.9016897081413,5009,1683,3157,0,5009,247,0.335995208624476,0.630265522060292,0,0.0493112397684169,0,1,0,0,9.75394291525611,37.9554105492115,52,11.3290026268093,83.2,651,6.47850964220857
"13245010507","Census Tract 105.07, Richmond County, Georgia","B01001_001",6006,752,4.84342379958246,16.8267223382046,78.3298538622129,6006,1058,4800,83,6006,52,0.176157176157176,0.799200799200799,0.0138195138195138,0.00865800865800866,0,1,0,0,9.69375368813184,53.3104462972045,53,11.2212353711209,74.7,762,6.63594655568665
"13245010508","Census Tract 105.08, Richmond County, Georgia","B01001_001",3859,426,9.62962962962963,13.9393939393939,76.4309764309764,3859,1027,2691,0,3859,137,0.266131122052345,0.697330914744753,0,0.0355014252396994,0,1,0,0,9.92319213581046,41.334300217549,53,11.3193407158976,82.4,688,6.53378883793334
"13245010509","Census Tract 105.09, Richmond County, Georgia","B01001_001",4325,555,12.1951219512195,7.79132791327913,80.0135501355014,4325,1289,2902,31,4325,88,0.298034682080925,0.670982658959538,0.00716763005780347,0.0203468208092486,0,1,0,0,9.95717048945231,58.6292834890966,49,11.5218852063417,100.9,873,6.7719355558396
"13245010510","Census Tract 105.10, Richmond County, Georgia","B01001_001",4919,381,20.7109737248841,13.2921174652241,65.9969088098918,4919,2261,2356,61,4919,224,0.459646269566985,0.478959138036186,0.0124008944907502,0.045537710916853,0,1,0,0,9.85655316534691,65.1095732410611,55,11.1995836457379,73.1,860,6.75693238924755
"13245010511","Census Tract 105.11, Richmond County, Georgia","B01001_001",4843,482,22.9454841334418,13.2628152969894,63.7917005695688,4843,1227,3493,16,4843,98,0.253355358249019,0.721247160850712,0.00330373735288045,0.0202353912863927,0,1,0,0,9.51266472116483,50.4522613065327,50,10.9508065468167,57,783,6.6631326959908
"13245010512","Census Tract 105.12, Richmond County, Georgia","B01001_001",4879,498,15.002459419577,11.3625184456468,73.6350221347762,4879,855,3842,67,4879,98,0.175240828038532,0.787456445993031,0.0137323221971716,0.0200860832137733,0,1,0,0,9.85508481330796,52.4432209222299,41,11.2318879352371,75.5,744,6.61204103483309
"13245010513","Census Tract 105.13, Richmond County, Georgia","B01001_001",3024,412,15.4919236417034,11.8942731277533,72.6138032305433,3024,479,2389,0,3024,80,0.158399470899471,0.790013227513228,0,0.0264550264550265,0,1,0,0,9.9400123272185,62.8436763550668,44,11.2384886192685,76,982,6.88959130835447
"13245010600","Census Tract 106, Richmond County, Georgia","B01001_001",4548,530,22.2222222222222,7.1806500377929,70.5971277399849,4548,218,4169,6,4548,136,0.0479331574318382,0.916666666666667,0.00131926121372032,0.0299032541776605,0,1,0,0,9.69449342432634,41.8092909535452,53,11.077516480489,64.7,583,6.36818718635049
"13245010706","Census Tract 107.06, Richmond County, Georgia","B01001_001",5362,724,18.9937106918239,9.22431865828092,71.7819706498952,5362,1925,3160,28,5362,325,0.359007832898172,0.589332338679597,0.00522193211488251,0.0606117120477434,0,1,0,0,9.88359092082167,55.9730790802019,29,11.3884953865921,88.3,822,6.71174039505618
"13245010707","Census Tract 107.07, Richmond County, Georgia","B01001_001",2757,407,13.7404580152672,0.66793893129771,85.5916030534351,2757,267,2341,91,2757,0,0.0968443960826986,0.84911135291984,0.0330068915487849,0,0,1,0,0,9.8501922554779,61.4446529080675,37,11.3059012955359,81.3,962,6.86901445066571
"13245010708","Census Tract 107.08, Richmond County, Georgia","B01001_001",5944,761,11.1160318866253,8.10451727192205,80.7794508414526,5944,794,4294,103,5944,515,0.133580080753701,0.722409152086137,0.017328398384926,0.0866419919246299,0,1,0,0,9.84108009240751,52.9006882989184,35,11.390757830996,88.5,970,6.87729607149743
"13245010709","Census Tract 107.09, Richmond County, Georgia","B01001_001",6127,656,6.35048231511254,15.4742765273312,78.1752411575563,6127,465,5373,87,6127,179,0.0758935857679125,0.876938142647299,0.0141994450791578,0.0292149502203362,0,1,0,0,10.025262609462,68.7566988210075,23,11.6018516741646,109.3,1194,7.08506429395255
"13245010710","Census Tract 107.10, Richmond County, Georgia","B01001_001",5655,800,9.36058009228741,14.9637442320369,75.6756756756757,5655,1557,3812,100,5655,233,0.275331564986737,0.674093722369584,0.017683465959328,0.0412024756852343,0,1,0,0,9.79423056659918,56.078634247284,38,11.308358299229,81.5,635,6.45362499889269
"13245010711","Census Tract 107.11, Richmond County, Georgia","B01001_001",3067,451,8.05515239477504,9.94194484760522,82.0029027576197,3067,910,2040,48,3067,28,0.296706879686991,0.665145092924682,0.0156504727746984,0.0091294424519074,0,1,0,0,10.0079826938656,69.7381183317168,28,11.4230007574422,91.4,785,6.66568371778241
